City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
643,Buriti Dos Lopes,BR,75.13,overcast clouds,-3.175,-41.8669,Pousada Alves
644,Isla Mujeres,MX,75.25,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
645,Abha,SA,62.85,clear sky,18.2164,42.5053,Abha Hotel
647,Bambanglipuro,ID,82.44,light rain,-7.95,110.2833,Puri Brata
648,Izumo,JP,64.29,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
650,Mbandaka,CD,72.01,overcast clouds,0.0487,18.2603,Guest House Epervier
651,Qui Nhon,VN,81.07,overcast clouds,13.7667,109.2333,Seagull Hotel
652,Isiro,CD,70.65,broken clouds,2.7739,27.616,Guest House Hewa Bora
653,Ahipara,NZ,64.33,clear sky,-35.1667,173.1667,Ahipara Holiday Park
654,Nabire,ID,87.49,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
655,Pochutla,MX,73.08,few clouds,15.7432,-96.4661,Hotel Posada San Jose
657,Tongzi,CN,74.8,clear sky,28.7829,105.0877,Jiayuan Hotel
662,Mongu,ZM,74.25,overcast clouds,-15.2484,23.1274,Country Lodge Mongu
664,Batie,BF,72.55,clear sky,9.8833,-2.9167,Auberge SONDAR AFACI
669,Kindu,CD,74.19,broken clouds,-2.95,25.95,Résidence Okanda
672,Rockport,US,77.02,overcast clouds,28.0206,-97.0544,"Holiday Inn Express & Suites Rockport - Bay View, an IHG Hotel"
673,Karad,IN,78.46,clear sky,17.2833,74.2,Hotel Sugam Lodging
674,Sakakah,SA,69.37,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
676,Cascais,PT,60.94,broken clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
677,Charlestown,AU,74.73,few clouds,-32.95,151.6667,Panorama Motor Inn Hotel
679,Axim,GH,76.96,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
681,Panji,ID,88.38,broken clouds,-7.7253,114.0995,Kost putri
682,Salinopolis,BR,80.24,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
684,Veracruz,MX,68.41,scattered clouds,19.3333,-96.6667,El Carrizal
685,Amalapuram,IN,80.29,overcast clouds,16.5833,82.0167,swayamprabha service apartments
686,Niquelandia,BR,70.92,overcast clouds,-14.4739,-48.4597,Hotel Suinã
687,Devaprayag,IN,78.75,clear sky,30.15,78.6167,Hotel Uma
