City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Ayan,RU,56.45,138.1667,34.43,97,100,16.55,light snow
348,Palmerston,AU,-12.486,130.9833,101.03,62,75,16.11,broken clouds
349,Vostok,RU,46.4856,135.8833,36.79,97,100,3.71,overcast clouds
350,Komsomolskiy,UZ,40.4272,71.7189,54.32,71,53,0.0,broken clouds
351,Ende,ID,-8.8432,121.6623,83.71,78,58,4.7,broken clouds
352,Lapua,FI,62.9693,23.0088,37.35,96,42,4.25,scattered clouds
353,Fort-Shevchenko,KZ,44.5086,50.263,44.65,58,51,27.36,broken clouds
354,Dhanbad,IN,23.8,86.45,82.11,41,0,5.32,clear sky
355,Kishi,NG,9.0833,3.85,70.29,51,11,2.91,few clouds
356,West Lafayette,US,40.4259,-86.9081,56.41,96,100,5.75,mist
357,Nha Trang,VN,12.25,109.1833,84.2,70,100,4.85,overcast clouds
358,Colesberg,ZA,-30.72,25.0972,53.69,61,36,13.82,scattered clouds
359,Hovd,MN,48.0056,91.6419,37.72,38,18,3.71,few clouds
360,Bradley,US,35.1501,-84.8666,59.18,95,100,0.0,overcast clouds
361,Broken Hill,AU,-31.95,141.4333,56.97,40,100,34.61,overcast clouds
362,Takoradi,GH,4.8845,-1.7554,77.76,83,98,2.35,light rain
363,Madras,IN,13.0878,80.2785,76.98,94,100,3.44,moderate rain
364,Rio Gallegos,AR,-51.6226,-69.2181,51.85,54,100,23.02,light rain
365,Ginir,ET,7.1333,40.7,62.73,56,16,2.98,few clouds
366,Point Pedro,LK,9.8167,80.2333,76.75,92,100,10.98,moderate rain
367,Sobolevo,RU,54.4299,31.8996,31.1,83,75,5.26,broken clouds
368,Odda,NO,60.0691,6.5457,53.78,87,94,7.78,overcast clouds
369,Finschhafen,PG,-6.6024,147.8681,87.46,67,49,12.01,scattered clouds
370,Pemberton,CA,50.3164,-122.8027,38.86,96,98,3.15,overcast clouds
371,Upata,VE,8.0086,-62.3989,74.19,89,92,4.16,overcast clouds
372,Mocuba,MZ,-16.8392,36.9856,81.07,63,5,4.05,clear sky
373,Agucadoura,PT,41.4318,-8.7804,55.9,83,43,4.12,scattered clouds
374,Luderitz,NA,-26.6481,15.1594,58.62,83,100,11.34,overcast clouds
375,Port Hardy,CA,50.6996,-127.4199,39.38,93,100,8.05,light intensity shower rain
376,Aksu,CN,41.1231,80.2644,57.07,26,3,2.93,clear sky
377,Naigarhi,IN,24.7833,81.7833,78.66,39,0,1.14,clear sky
378,Tianmen,CN,30.6516,113.1603,76.08,34,0,9.01,clear sky
379,Nelson Bay,AU,-32.7167,152.15,75.0,42,29,10.0,scattered clouds
380,Ulladulla,AU,-35.35,150.4667,68.9,55,20,20.15,few clouds
381,Sur,OM,22.5667,59.5289,84.67,39,1,6.22,clear sky
382,Dina,CA,52.9335,-110.0849,28.81,38,69,7.02,broken clouds
383,Faanui,PF,-16.4833,-151.75,77.45,80,99,13.51,moderate rain
384,Veraval,IN,20.9,70.3667,85.93,36,0,9.95,clear sky
385,Wewak,PG,-3.5534,143.6268,85.14,65,84,4.68,light rain
386,Ketchikan,US,55.3422,-131.6461,35.55,93,91,4.88,light rain
387,Kirakira,SB,-10.4544,161.9205,83.61,73,33,5.95,scattered clouds
388,Harboore,DK,56.6175,8.1807,54.14,95,80,23.22,broken clouds
389,Mehamn,NO,71.0357,27.8492,37.31,82,100,8.72,light rain
390,Goderich,CA,43.7501,-81.7165,55.9,100,100,1.14,overcast clouds
391,Gazli,UZ,40.1333,63.45,62.58,45,29,15.88,scattered clouds
392,Manbij,SY,36.5281,37.9549,62.56,48,0,7.36,clear sky
393,Hwange,ZW,-18.3693,26.5019,77.22,53,100,9.75,overcast clouds
394,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,20,4.61,few clouds
395,Nokha,IN,27.6,73.4167,87.93,17,0,10.67,clear sky
396,Labrea,BR,-7.2586,-64.7981,72.03,97,75,2.24,broken clouds
397,Bhatkal,IN,13.9667,74.5667,85.5,51,80,3.62,broken clouds
398,Damghan,IR,36.1683,54.348,62.47,43,39,2.42,scattered clouds
399,Codajas,BR,-3.8367,-62.0569,76.95,86,97,0.87,overcast clouds
400,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,94,0,6.2,clear sky
401,Ossora,RU,59.2353,163.0719,20.68,67,9,11.72,clear sky
402,Zavety Ilicha,RU,49.0294,140.2494,45.61,65,100,3.11,overcast clouds
403,Qurayyat,SA,31.3318,37.3428,57.38,88,0,11.5,clear sky
404,Mae Sai,TH,20.4335,99.8762,87.4,43,5,2.1,clear sky
405,Arman,RU,59.7,150.1667,21.02,36,79,2.86,broken clouds
406,Geraldton,AU,-28.7667,114.6,72.01,43,0,19.57,clear sky
407,Agra,IN,27.1833,78.0167,82.18,33,0,4.27,clear sky
408,Novyy Urengoy,RU,66.0833,76.6333,26.01,93,100,14.94,overcast clouds
409,Nazas,MX,25.2333,-104.1333,62.58,51,0,1.07,clear sky
410,Tamiahua,MX,21.2667,-97.45,75.34,88,43,6.29,scattered clouds
411,Oppdal,NO,62.5943,9.6912,38.93,86,91,9.55,overcast clouds
412,Lima,PE,-12.0432,-77.0282,59.25,82,100,11.5,overcast clouds
413,Mwene-Ditu,CD,-7.0,23.45,66.42,94,100,2.98,overcast clouds
414,Sokoni,TZ,-6.4333,39.55,78.89,67,99,8.99,overcast clouds
415,Kavaratti,IN,10.5669,72.642,82.22,71,77,5.57,broken clouds
416,Manjeshwar,IN,12.7194,74.8861,86.95,56,63,3.89,broken clouds
417,Langxiang,CN,46.95,128.8833,34.63,53,78,15.7,broken clouds
418,Filadelfia,US,39.9523,-75.1638,59.56,95,100,0.0,light rain
419,Cananeia,BR,-25.0147,-47.9267,65.62,92,100,19.51,overcast clouds
420,Hervey Bay,AU,-25.2986,152.8535,72.84,87,71,12.17,broken clouds
421,Iquitos,PE,-3.7481,-73.2472,77.04,88,0,0.0,clear sky
422,Mamakan,RU,57.8161,114.0028,20.71,63,99,4.85,overcast clouds
423,Saint-Augustin,CA,51.226,-58.6502,34.86,70,11,4.23,few clouds
424,Madimba,TZ,-10.4,40.3333,79.63,66,80,8.12,broken clouds
425,Faya,SA,18.3851,42.4509,63.12,41,24,1.81,few clouds
426,Hobyo,SO,5.3505,48.5268,80.78,66,11,5.97,few clouds
427,Jiexiu,CN,37.0244,111.9125,59.72,34,1,3.11,clear sky
428,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,13.8,few clouds
429,Woodward,US,36.4337,-99.3904,60.03,62,0,13.8,clear sky
430,Camana,PE,-16.6228,-72.7111,63.28,78,0,7.54,clear sky
431,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,43,20,9.22,few clouds
432,Humberto De Campos,BR,-2.5983,-43.4611,76.8,90,99,6.46,overcast clouds
433,Lorengau,PG,-2.0226,147.2712,86.22,63,59,7.11,broken clouds
434,Chifeng,CN,42.2683,118.9636,45.45,18,85,5.79,overcast clouds
435,Baniachang,BD,24.5167,91.3667,85.55,58,0,4.18,clear sky
436,Ransang,PH,8.9603,117.5828,79.05,87,100,6.02,light rain
437,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,17,0,17.27,clear sky
438,Yatou,CN,37.15,122.3833,57.96,47,0,13.18,clear sky
439,Gat,IL,31.61,34.7642,68.4,100,1,2.01,clear sky
440,Thaton,MM,16.9206,97.3714,87.93,58,58,2.15,broken clouds
441,Tabuk,PH,17.4189,121.4443,86.77,66,100,6.87,overcast clouds
442,Vallenar,CL,-28.5708,-70.7581,60.37,48,0,1.61,clear sky
443,Pokhara,NP,28.2333,83.9833,74.52,47,0,5.44,clear sky
444,Marsh Harbour,BS,26.5412,-77.0636,79.95,79,5,11.72,clear sky
445,Mediesu Aurit,RO,47.7833,23.15,52.56,88,19,4.36,few clouds
446,Nuevo Progreso,MX,23.1667,-97.95,71.47,92,4,5.01,clear sky
447,Pathri,IN,19.25,76.45,75.72,49,3,7.14,clear sky
448,Odawara,JP,35.2556,139.1597,64.99,61,100,8.21,overcast clouds
449,Meadow Lake,US,34.8014,-106.5436,52.39,37,0,2.01,clear sky
450,Ludvika,SE,60.1496,15.1878,47.77,83,97,4.85,overcast clouds
451,Nizwa,OM,22.9333,57.5333,80.13,39,1,3.56,clear sky
452,Luan,CH,46.3592,6.9759,50.85,87,93,3.69,light rain
453,Kosmynino,RU,57.5818,40.7643,29.68,84,80,11.72,broken clouds
454,Mardin,TR,37.3131,40.7436,49.26,62,0,3.44,clear sky
455,Phan Thiet,VN,10.9333,108.1,84.29,66,99,7.09,overcast clouds
456,Kovdor,RU,67.5662,30.4758,29.59,93,100,2.39,light snow
457,Olden,NO,61.8364,6.8064,53.11,80,94,7.31,overcast clouds
458,Constitucion,CL,-35.3333,-72.4167,55.04,52,0,7.52,clear sky
459,Recas,RO,45.7989,21.5008,48.22,100,100,9.22,fog
460,Chara,RU,56.9064,118.2631,17.83,47,100,8.84,overcast clouds
461,Muroto,JP,33.2833,134.15,66.97,91,100,12.39,moderate rain
462,Ewa Beach,US,21.3156,-158.0072,80.55,70,0,15.01,clear sky
463,Sijunjung,ID,-0.6876,100.9537,81.27,75,100,3.04,light rain
464,Kokkola,FI,63.8385,23.1307,41.94,95,0,3.44,clear sky
465,Smirnykh,RU,49.75,142.8333,48.63,70,100,3.98,overcast clouds
466,Portland,US,45.5234,-122.6762,49.6,94,100,4.61,moderate rain
467,Weligama,LK,5.9667,80.4167,80.92,81,97,13.42,overcast clouds
468,Dunedin,NZ,-45.8742,170.5036,59.81,73,93,1.99,overcast clouds
469,Wajima,JP,37.4,136.9,59.68,94,75,4.61,light intensity shower rain
470,Shu,KZ,43.5983,73.7614,53.2,54,5,3.02,clear sky
471,Ravar,IR,31.2656,56.8055,76.15,14,1,4.07,clear sky
472,Tura,IN,25.5198,90.2201,82.13,61,1,1.52,clear sky
473,Wagar,SD,16.1525,36.2032,82.06,51,28,4.99,scattered clouds
474,Gatton,AU,-27.55,152.2833,71.42,58,94,11.7,overcast clouds
475,Sagay,PH,10.9447,123.4242,85.39,69,16,0.78,few clouds
476,Obzor,BG,42.8167,27.8833,55.27,78,8,4.81,clear sky
477,Fort Nelson,CA,58.8053,-122.7002,20.79,93,100,11.5,light snow
478,Quelimane,MZ,-17.8786,36.8883,82.04,70,37,8.05,scattered clouds
479,Manzil Salim,TN,35.8567,8.4765,59.76,45,69,3.22,broken clouds
480,Medea,DZ,36.2642,2.7539,61.66,33,100,0.92,overcast clouds
481,Chipinge,ZW,-20.1883,32.6236,64.31,87,97,7.07,light rain
482,Saint-Pierre,RE,-21.3393,55.4781,78.91,61,0,6.91,clear sky
483,Ningxiang,CN,37.34,111.2052,55.08,43,4,12.57,clear sky
484,Altamira,BR,-3.2033,-52.2064,75.04,78,5,3.49,clear sky
485,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.35,96,82,1.88,broken clouds
486,Pirai Do Sul,BR,-24.5261,-49.9486,54.7,97,100,10.29,overcast clouds
487,Verkhneyarkeyevo,RU,55.4505,54.3145,32.32,84,78,3.42,broken clouds
488,Santo Tomas,PH,14.1079,121.1414,85.57,80,100,3.58,overcast clouds
489,Malchin,DE,53.7333,12.7833,52.59,93,71,9.28,broken clouds
490,Road Town,VG,18.4167,-64.6167,82.49,79,56,13.58,broken clouds
491,Victoria,HK,22.2855,114.1577,75.38,63,100,21.0,overcast clouds
492,Vyartsilya,RU,62.1764,30.693,36.66,99,100,5.21,overcast clouds
493,Ayr,GB,55.4627,-4.6339,50.31,93,20,2.3,few clouds
494,Ati,TD,13.2154,18.3353,79.97,25,61,12.86,broken clouds
495,Isangel,VU,-19.55,169.2667,86.11,70,20,5.75,few clouds
496,Torata,PE,-17.0769,-70.8433,52.81,40,3,2.15,clear sky
497,Azad Shahr,IR,34.7909,48.5707,61.29,36,20,16.11,few clouds
498,Minab,IR,27.1467,57.0801,82.08,57,20,4.29,few clouds
499,Qorveh,IR,35.1664,47.8045,55.06,49,4,16.26,clear sky
500,Am Timan,TD,11.0297,20.2827,80.13,41,100,4.63,overcast clouds
501,Manyana,BW,-23.4,21.7167,73.26,54,91,16.6,overcast clouds
502,Talnakh,RU,69.4865,88.3972,22.21,89,100,15.97,overcast clouds
503,Almenara,BR,-16.1836,-40.6944,71.15,96,75,2.46,broken clouds
504,China,MX,25.7,-99.2333,69.73,93,100,1.19,overcast clouds
505,Ola,RU,59.5833,151.2833,21.15,49,81,5.32,broken clouds
506,Andenes,NO,69.3143,16.1194,46.38,93,75,11.5,broken clouds
507,Ballinrobe,IE,53.6333,-9.2333,51.75,79,91,17.92,overcast clouds
508,Maceio,BR,-9.6658,-35.7353,72.84,94,20,5.75,few clouds
509,Leningradskiy,RU,69.3833,178.4167,5.11,85,100,15.32,overcast clouds
510,Milkovo,RU,54.7167,158.6167,25.74,55,17,1.92,few clouds
511,Lagoa,PT,39.05,-27.9833,61.86,66,83,10.76,broken clouds
512,Planeta Rica,CO,8.4147,-75.5883,72.39,93,76,2.33,broken clouds
513,Nome,US,64.5011,-165.4064,24.87,69,40,11.5,scattered clouds
514,Berlevag,NO,70.8578,29.0864,37.35,81,100,11.5,overcast clouds
515,De-Kastri,RU,51.4667,140.7833,41.9,73,100,3.8,overcast clouds
516,Yilan,TW,24.757,121.753,71.56,94,100,6.46,overcast clouds
517,Gallup,US,35.5281,-108.7426,32.76,64,0,0.0,clear sky
518,Makokou,GA,0.5738,12.8642,70.54,98,100,1.81,overcast clouds
519,Jishou,CN,28.3167,109.7167,75.88,37,0,6.51,clear sky
520,Buriti,BR,-22.9302,-45.3881,67.69,97,97,5.12,overcast clouds
521,Manadhoo,MV,5.7667,73.3833,81.37,69,88,10.71,overcast clouds
522,Keningau,MY,5.3378,116.1602,73.54,97,100,3.4,overcast clouds
523,San Francisco,US,37.7749,-122.4194,57.18,89,40,13.8,scattered clouds
524,Palmas Bellas,PA,9.2319,-80.0867,78.26,91,100,4.34,overcast clouds
525,Pringsewu,ID,-5.3582,104.9744,88.72,51,97,4.34,overcast clouds
526,Paoua,CF,7.2427,16.4406,73.24,75,100,2.71,overcast clouds
527,Bogorodskoye,RU,56.55,37.8833,28.92,91,90,8.88,overcast clouds
528,Richards Bay,ZA,-28.783,32.0377,64.69,82,100,3.85,light rain
529,Bud,US,39.447,-86.1758,57.31,96,71,6.33,broken clouds
530,Amapa,BR,1.0,-52.0,71.56,99,84,2.91,broken clouds
531,Ramsar,IR,36.9226,50.6426,69.24,78,40,24.16,scattered clouds
532,Beboto,TD,8.2668,16.939,73.38,64,100,2.82,overcast clouds
533,Chota,PE,-6.55,-78.65,51.33,78,30,3.56,scattered clouds
534,Bourail,NC,-21.5667,165.4833,78.1,70,72,2.15,broken clouds
535,Mazyr,BY,52.0495,29.2456,36.66,75,40,1.16,scattered clouds
536,Dubbo,AU,-32.25,148.6167,62.73,55,75,21.85,light rain
537,Assiniboia,CA,49.6334,-105.9845,37.22,70,91,9.22,overcast clouds
538,Mangrol,IN,21.1167,70.1167,88.02,34,0,8.21,clear sky
539,Ostersund,SE,63.1792,14.6357,34.61,100,82,8.99,fog
540,Suntar,RU,62.1444,117.6319,19.45,76,82,4.65,broken clouds
541,Petropavlovka,RU,50.6114,105.3196,33.08,38,2,2.1,clear sky
542,Chicama,PE,-7.8447,-79.1469,57.74,85,56,5.44,broken clouds
543,Teaca,RO,46.9167,24.5167,51.04,86,18,1.95,few clouds
544,Khanu Woralaksaburi,TH,16.0617,99.8606,82.26,64,86,7.58,overcast clouds
545,Panjab,AF,34.388,67.0233,48.15,39,3,9.04,clear sky
546,Ambilobe,MG,-13.2,49.05,88.72,36,4,6.29,clear sky
547,Ukmerge,LT,55.25,24.75,41.68,65,95,6.49,overcast clouds
548,Vitim,RU,59.4511,112.5578,22.71,58,98,8.41,overcast clouds
549,Asyut,EG,27.181,31.1837,62.78,37,19,7.27,few clouds
550,Maracaju,BR,-21.6144,-55.1683,53.69,78,100,17.92,overcast clouds
551,Palmer,US,42.1584,-72.3287,59.25,74,100,8.05,overcast clouds
552,Wanxian,CN,30.8039,108.3897,74.93,53,0,5.55,clear sky
553,Sonoita,MX,31.85,-112.8333,68.05,25,43,1.03,scattered clouds
554,Zhangjiakou,CN,40.81,114.8794,49.62,18,11,4.94,few clouds
555,Puerto Carreno,CO,6.189,-67.4859,76.37,92,97,4.59,overcast clouds
556,Northam,GB,51.0333,-4.2167,54.61,91,79,22.59,broken clouds
557,Khandbari,NP,27.3747,87.2039,75.9,54,0,4.56,clear sky
558,Louis Trichardt,ZA,-23.0439,29.9032,58.32,95,100,11.48,overcast clouds
559,Moose Jaw,CA,50.4001,-105.5344,35.85,93,100,5.75,overcast clouds
560,Morlaix,FR,48.5833,-4.0,59.05,91,75,24.16,light rain
561,Hamilton,US,39.1834,-84.5333,59.23,95,100,6.91,mist
562,Port Blair,IN,11.6667,92.75,86.04,74,40,4.61,scattered clouds
563,Marystown,CA,47.1666,-55.1483,44.78,80,23,7.11,few clouds
564,Govindgarh,IN,27.5,76.9833,85.55,27,0,5.53,clear sky
565,Abancay,PE,-13.6339,-72.8814,57.47,91,64,3.36,broken clouds
566,Vestmannaeyjar,IS,63.4427,-20.2734,44.01,74,58,5.84,broken clouds
567,Pimentel,PE,-6.8367,-79.9342,60.51,91,63,10.94,broken clouds
568,Karratha,AU,-20.7377,116.8463,86.58,14,4,12.17,clear sky
569,Necochea,AR,-38.5473,-58.7368,40.87,82,6,5.17,clear sky
570,At-Bashi,KG,41.1702,75.8106,41.5,41,35,0.34,scattered clouds
571,Aljezur,PT,37.3191,-8.8033,63.36,88,98,8.19,overcast clouds
572,Camacari,BR,-12.6975,-38.3242,78.57,96,97,2.57,overcast clouds
573,Pahrump,US,36.2083,-115.9839,66.25,20,100,3.0,overcast clouds
574,Athabasca,CA,54.7169,-113.2854,28.81,43,97,5.08,overcast clouds
575,Zambezi,ZM,-13.5432,23.1047,69.46,81,100,4.65,overcast clouds
576,Barcelos,PT,41.5388,-8.6151,53.85,92,39,3.36,scattered clouds
577,Batemans Bay,AU,-35.7167,150.1833,69.1,49,20,14.58,few clouds
578,Hurghada,EG,27.2574,33.8129,72.5,42,70,13.98,broken clouds
579,Zheleznodorozhnyy,RU,55.7503,38.0042,32.61,83,77,9.98,broken clouds
580,Charters Towers,AU,-20.1,146.2667,84.13,57,70,12.15,broken clouds
581,Solnechnyy,RU,50.7214,136.6319,37.09,98,97,5.08,overcast clouds
582,Inuvik,CA,68.3499,-133.7218,9.61,78,100,6.91,light snow
583,Atambua,ID,-9.1061,124.8925,83.62,67,100,3.06,overcast clouds
584,Harper,LR,4.375,-7.7169,76.53,86,89,3.85,overcast clouds
585,Petrozavodsk,RU,61.7849,34.3469,24.26,93,95,0.0,overcast clouds
586,Itoman,JP,26.1247,127.6694,73.42,88,75,18.41,light rain
587,Biggar,GB,55.6167,-3.5167,49.91,99,100,3.8,moderate rain
588,Zaozhuang,CN,34.8647,117.5542,67.03,18,0,9.19,clear sky
589,Dingle,PH,10.9995,122.6711,86.5,70,37,11.41,scattered clouds
590,Pilar,BR,-9.5972,-35.9567,71.53,94,32,4.32,scattered clouds
591,Kearney,US,40.6995,-99.0815,52.57,48,0,10.36,clear sky
592,Notodden,NO,59.5594,9.2585,48.0,93,55,1.57,broken clouds
593,Bulgan,MN,48.8125,103.5347,29.97,51,25,2.3,scattered clouds
594,Leiyang,CN,26.4024,112.8591,77.61,32,100,11.32,overcast clouds
595,Beyneu,KZ,45.3167,55.2,46.76,66,100,23.29,overcast clouds
596,Walvis Bay,NA,-22.9575,14.5053,58.15,94,100,8.05,overcast clouds
597,Podgornoye,RU,51.735,39.1496,37.62,75,100,13.42,overcast clouds
598,Pointe Michel,DM,15.25,-61.3833,80.15,82,69,11.43,broken clouds
599,Monterey,US,36.2505,-121.2516,51.17,1,92,5.86,overcast clouds
600,Erdenet,MN,49.0333,104.0833,28.83,42,29,3.18,scattered clouds
601,Bolotnoye,RU,55.6717,84.3981,35.01,46,41,6.85,scattered clouds
602,Karatau,KZ,43.1667,70.4667,57.16,40,8,6.69,clear sky
603,Rio Grande,BR,-32.035,-52.0986,44.94,60,91,15.66,overcast clouds
604,Nakhon Thai,TH,17.1006,100.8374,85.3,57,97,1.01,overcast clouds
605,Vila Velha,BR,-20.3297,-40.2925,78.75,83,40,10.36,scattered clouds
606,Bekhtery,UA,46.251,32.2927,45.63,57,1,5.97,clear sky
607,Aliwal North,ZA,-30.6937,26.7114,58.03,57,64,3.83,broken clouds
608,Moron,AR,-34.6534,-58.6198,51.96,72,2,2.44,clear sky
609,Wanganui,NZ,-39.9333,175.05,62.6,79,0,14.0,clear sky
610,Talakan,RU,50.3167,130.3667,32.92,90,100,9.71,light snow
611,Rosarito,MX,32.3333,-117.0333,65.35,74,100,2.42,overcast clouds
612,Neyvo-Shaytanskiy,RU,57.7286,61.2496,39.34,98,100,6.35,light rain
613,Gasa,PS,31.5,34.4667,66.88,58,0,1.45,clear sky
614,Eydhafushi,MV,5.1033,73.0708,81.34,70,92,10.69,overcast clouds
615,Pafos,CY,34.7667,32.4167,64.18,77,20,5.75,few clouds
616,Atkarsk,RU,51.8718,45.0078,33.76,95,100,14.2,overcast clouds
617,Jinchang,CN,38.4953,102.1739,53.65,28,2,6.38,clear sky
618,Beringovskiy,RU,63.05,179.3167,30.27,95,98,25.86,snow
619,Pacifica,US,37.6138,-122.4869,57.58,91,40,13.8,mist
620,Prabumulih,ID,-3.45,104.25,84.76,71,85,2.84,overcast clouds
621,Kidal,ML,18.4411,1.4078,68.85,26,98,11.97,overcast clouds
622,High Rock,BS,26.6208,-78.2833,75.22,80,1,11.83,clear sky
623,Sorland,NO,67.667,12.6934,48.06,90,100,19.3,overcast clouds
624,Ust-Barguzin,RU,53.45,108.9833,26.92,56,98,7.72,overcast clouds
625,Abnub,EG,27.2696,31.1511,62.82,37,10,6.87,clear sky
626,Salalah,OM,17.0151,54.0924,82.49,65,20,2.3,few clouds
627,Santa Cruz,BO,-17.8,-63.1667,62.06,39,75,21.85,broken clouds
628,Tahta,EG,26.7693,31.5021,68.59,36,26,8.43,scattered clouds
629,Batagay,RU,67.6333,134.6333,-8.28,95,81,2.75,broken clouds
630,Jalu,LY,29.0331,21.5482,61.79,63,0,5.5,clear sky
631,Dayong,CN,25.0209,118.2898,67.44,74,100,12.57,overcast clouds
632,Pongol,PH,8.2786,124.7483,76.3,88,55,3.0,broken clouds
633,Broome,US,42.2506,-75.833,57.61,87,100,5.75,light rain
634,Xuanhua,CN,40.6103,115.0447,53.26,16,5,6.49,clear sky
635,Kutum,SD,14.2,24.6667,69.98,24,24,13.24,few clouds
636,Royan,FR,45.6285,-1.0281,57.78,67,40,10.36,scattered clouds
637,Gunjur,GM,13.2019,-16.7339,80.74,71,9,5.82,clear sky
638,Cockburn Town,TC,21.4612,-71.1419,82.54,76,6,16.22,clear sky
639,Mucurapo,TT,10.6667,-61.5333,79.25,86,96,4.68,overcast clouds
640,Korsakov,RU,46.6328,142.7813,51.64,87,100,13.6,overcast clouds
641,Belaya Gora,RU,68.5333,146.4167,-16.11,100,44,1.68,scattered clouds
642,Bereda,ES,43.2686,-7.5406,47.14,100,99,3.33,overcast clouds
643,Buriti Dos Lopes,BR,-3.175,-41.8669,75.13,89,94,6.58,overcast clouds
644,Isla Mujeres,MX,21.2311,-86.731,75.25,73,0,9.44,clear sky
645,Abha,SA,18.2164,42.5053,62.85,48,0,0.0,clear sky
646,Tazovskiy,RU,67.4667,78.7,24.96,93,100,16.42,overcast clouds
647,Bambanglipuro,ID,-7.95,110.2833,82.44,73,78,13.0,light rain
648,Izumo,JP,35.3667,132.7667,64.29,72,75,3.44,broken clouds
649,Nyurba,RU,63.2842,118.3319,15.03,90,84,3.74,broken clouds
650,Mbandaka,CD,0.0487,18.2603,72.01,92,96,2.42,overcast clouds
651,Qui Nhon,VN,13.7667,109.2333,81.07,64,92,11.03,overcast clouds
652,Isiro,CD,2.7739,27.616,70.65,93,84,0.89,broken clouds
653,Ahipara,NZ,-35.1667,173.1667,64.33,73,3,3.02,clear sky
654,Nabire,ID,-3.3667,135.4833,87.49,67,94,5.08,overcast clouds
655,Pochutla,MX,15.7432,-96.4661,73.08,83,11,3.96,few clouds
656,Dubasari,MD,47.2631,29.1608,34.59,56,8,2.35,clear sky
657,Tongzi,CN,28.7829,105.0877,74.8,44,0,3.65,clear sky
658,Nioro,GM,13.35,-15.75,74.77,68,2,2.46,clear sky
659,Nikolsk,RU,53.7189,46.0712,30.15,95,96,10.45,light snow
660,Tupancireta,BR,-29.0806,-53.8358,41.7,91,45,8.99,scattered clouds
661,Guinguineo,SN,14.2667,-15.95,77.43,54,3,2.06,clear sky
662,Mongu,ZM,-15.2484,23.1274,74.25,65,94,7.27,overcast clouds
663,Katangli,RU,51.7102,143.2326,42.35,81,100,8.08,moderate rain
664,Batie,BF,9.8833,-2.9167,72.55,56,8,2.19,clear sky
665,San Jose,US,37.3394,-121.895,57.07,80,75,8.05,broken clouds
666,Beloha,MG,-25.1667,45.05,84.04,51,35,3.15,scattered clouds
667,Vestmanna,FO,62.1564,-7.1664,41.92,93,75,5.75,broken clouds
668,Kalevala,RU,65.2,31.1667,33.28,96,100,3.58,snow
669,Kindu,CD,-2.95,25.95,74.19,90,71,0.96,broken clouds
670,Leshukonskoye,RU,64.8989,45.7622,33.87,83,100,5.46,overcast clouds
671,Mercedes,AR,-34.6515,-59.4307,42.78,67,1,2.3,clear sky
672,Rockport,US,28.0206,-97.0544,77.02,100,100,10.36,overcast clouds
673,Karad,IN,17.2833,74.2,78.46,52,2,7.65,clear sky
674,Sakakah,SA,29.9697,40.2064,69.37,34,7,6.42,clear sky
675,Nyagan,RU,62.1406,65.3936,33.1,98,100,5.35,overcast clouds
676,Cascais,PT,38.6979,-9.4215,60.94,94,51,13.0,broken clouds
677,Charlestown,AU,-32.95,151.6667,74.73,33,19,10.0,few clouds
678,Bezopasnoye,RU,45.6483,41.936,40.06,61,1,15.68,clear sky
679,Axim,GH,4.8699,-2.2405,76.96,86,95,2.57,overcast clouds
680,La Ronge,CA,55.1001,-105.2842,23.25,86,0,0.0,clear sky
681,Panji,ID,-7.7253,114.0995,88.38,57,51,6.06,broken clouds
682,Salinopolis,BR,-0.6136,-47.3561,80.24,80,100,12.15,overcast clouds
683,Vardo,NO,70.3705,31.1107,35.58,87,75,18.41,broken clouds
684,Veracruz,MX,19.3333,-96.6667,68.41,97,40,2.66,scattered clouds
685,Amalapuram,IN,16.5833,82.0167,80.29,78,100,6.4,overcast clouds
686,Niquelandia,BR,-14.4739,-48.4597,70.92,94,100,0.69,overcast clouds
687,Devaprayag,IN,30.15,78.6167,78.75,47,0,2.04,clear sky
688,Peniche,PT,39.3558,-9.3811,55.45,95,64,9.51,broken clouds
